CODE_QUARTIER;INCOME_1;INCOME_2;INCOME_3;INCOME_4;INCOME_5;INCOME_6;INCOME_7;INCOME_8;INCOME_9;INCOME_10;INCOME_11;INCOME_12;INCOME_13;INCOME_14;INCOME_15;INCOME_16;FAMILIES_1;FAMILIES_2;FAMILIES_3;FAMILIES_4;FAMILIES_5;FAMILIES_6;FAMILIES_7;FAMILIES_8;FAMILIES_9;FAMILIES_10;POP_IN_LABOUR_FORCE_CIVIL_EMP;POP_IN_LABOUR_FORCE_CIVIL_UNEMP;POP_IN_LABOUR_FORCE_ARME;POP_OUT_LABOUR_FORCE;OCC_1;OCC_2;OCC_3;OCC_4;OCC_5;IND_1;IND_2;IND_3;IND_4;IND_5;IND_6;IND_7;IND_8;IND_9;IND_10;IND_11;IND_12;IND_13;WORKER_1;WORKER_2;WORKER_3;WORKER_4;0_VEHICLE;1_VEHICULE;2_VEHICULE;3_MORE_VEHICULE;SEXE_M;SEXE_F;TR1_AGE ;TR2_AGE ;TR3_AGE ;TR4_AGE ;TR5_AGE ;TR6_AGE ;TR7_AGE ;TR8_AGE ;TR9_AGE ;TR10_AGE ;TR11_AGE ;TR12_AGE ;TR13_AGE ;RELATION_HOUSEHOLDER;RELATION_SPOSE;RELATION_CHILD;RELATION_OTHER;RELATION_NORELATIVE;RELATION_NORELATIVE_UNMARRIED;SCHOOL_BEFORE;SCHOOL_KINDERGARDEN;SCHOOL_ELEMENTARY;SCHOOL_HIGH;SCHOOL_COLLEGE;EDUC_1;EDUC_2;EDUC_3;EDUC_4;EDUC_5;EDUC_6;EDUC_7;OWNER_OCC;RENTER_OCC;1_UNIT_DET;1_UNIT_ATT;2_UNITS;3_4_UNITS;5_9_UNITS;10_19_UNITS;20_MORE_UNITS;MOBILE_HOME;BOAT_RV_VAN
QN60;442;399;914;717;1395;2288;1271;1461;787;323;8022;2255;1260;378;338;1102;115;182;449;365;770;1023;796;918;558;269;12097;1156;0;6278;5440;2141;2766;691;1059;13;649;449;105;988;1045;304;1256;1857;3407;665;684;675;8940;2308;835;14;4273;4351;1161;212;11240;11638;1349;878;930;1155;1479;4674;3044;3058;1566;1568;1791;850;536;9997;4120;6189;1327;1163;465;355;113;1442;952;2102;1024;1005;3276;2500;1357;4244;3681;3557;6440;859;418;864;683;195;226;7732;0;16
QN55;1101;803;2321;2490;2785;4141;3074;3253;1189;874;19367;5206;2364;1552;728;3208;765;535;1554;2100;2552;3470;2595;2951;1044;781;37784;4400;11;22384;7859;9921;10877;4105;5022;21;2465;2152;1124;4859;4657;613;2911;3529;8977;2662;2490;1324;30579;4812;2333;60;5728;9266;5237;1800;38893;41153;4516;4454;5458;5908;6953;11372;11807;12454;5536;3701;4934;2341;612;22031;12179;27395;14503;3728;1195;976;816;8004;4804;6288;7375;6384;19172;7573;3242;6729;2282;13967;8064;10283;1909;8741;1602;149;133;493;38;22
QN56;512;292;473;443;886;1437;962;1332;304;196;5693;1585;852;506;150;1141;286;148;376;309;700;1065;817;1184;290;159;10074;1191;0;6058;2416;2519;3098;808;1233;0;722;409;228;1209;870;144;864;1070;2125;1357;467;609;7823;1816;435;0;1514;2971;1917;435;10746;11390;1657;1210;1568;1369;1851;3143;3214;3523;1319;966;1304;704;308;6837;3632;7847;2661;1151;299;246;251;2186;1208;1660;1512;1361;5216;2505;1101;1867;919;3912;2925;2176;915;2938;767;380;52;225;0;21
QN57;433;532;925;967;1503;1881;1834;1705;735;746;8179;4969;2981;406;162;729;141;195;513;603;817;1243;1531;1381;585;730;12954;1179;0;9861;4493;2782;3574;1039;1066;48;788;496;387;1176;1276;363;1274;1256;3610;1037;567;676;9746;2471;737;0;1862;5070;3310;1019;13020;15749;1377;1722;1415;1392;1392;3300;3646;3974;2227;1893;3215;2148;1068;11261;5818;8439;2302;908;567;437;332;2530;1052;1570;1380;2341;7832;3417;1564;3129;1808;8232;3029;4317;258;2881;1886;321;16;1994;0;0
QN42;648;317;954;867;985;1920;1798;2411;675;660;8906;3255;1933;327;214;652;218;192;592;447;573;1181;1196;1863;567;593;13438;873;0;8584;6298;1935;3772;732;701;14;690;480;534;1738;910;300;1538;1437;3385;878;949;585;10297;2377;748;16;1504;5382;3502;847;13683;14414;1762;1609;1560;1255;1287;3697;3928;4470;2306;1775;2149;1457;842;11235;6009;8713;1505;583;348;583;369;2456;1327;1749;921;753;4830;3491;1341;5364;3924;8148;3087;3110;858;3853;980;154;284;2433;13;16
QN45;350;245;761;723;799;1322;1463;2076;818;1120;7462;3324;1914;267;62;373;182;29;243;474;496;871;1038;1652;697;1029;12762;933;7;7697;6231;1812;3527;580;612;16;439;636;517;1412;365;410;1482;1596;3221;1071;863;734;9856;2074;796;36;817;4413;3256;1191;12681;12938;1262;1105;1548;1568;1184;2861;3097;4552;1869;1827;2438;1481;827;9677;5687;7494;1827;766;258;484;217;2204;1229;1826;890;670;3434;3025;931;6073;3929;7569;2108;3926;1090;2742;859;207;131;1109;8;0
QN46;619;422;1362;1215;1824;2415;2362;3236;1591;997;13087;4899;2758;392;304;748;239;191;659;794;1231;1645;1845;2639;1343;953;21972;2225;0;13761;9377;3214;6137;1609;1635;31;1463;1073;1094;2211;1431;800;2297;2137;4892;2027;1557;959;17127;3485;1292;68;2080;6892;5267;1804;21714;23808;2257;1993;2844;2603;2529;6258;6025;7765;3246;2855;3794;1997;1356;16043;9267;13992;4019;1538;687;724;360;3846;2493;3167;2420;1900;7826;5227;2222;8641;5060;10839;5204;6776;2765;3499;1436;379;880;1184;45;0
QN48;269;381;532;643;646;1303;1098;1364;580;366;5667;2513;1380;226;134;333;133;138;325;456;391;1048;910;1197;567;345;9364;864;0;6941;3781;1649;2742;403;789;0;387;433;381;1032;541;298;1126;796;2268;803;837;462;7351;1597;416;0;868;3445;2177;692;10047;10637;1445;741;1058;1173;1268;2801;2810;3214;1359;1496;1679;1165;475;7182;4345;6477;1950;685;187;402;158;1374;1059;1808;1059;1268;3634;2343;1016;3156;2523;4783;2399;2837;1190;2451;746;90;77;171;0;0
QN01;1385;851;1365;1098;1639;2087;1141;1317;501;243;8847;3392;1858;668;836;3306;756;408;908;888;1409;1454;940;1107;378;230;15304;2860;0;9988;3436;4742;4061;1195;1870;12;860;610;259;1958;1736;371;799;1084;5015;976;776;848;11569;2873;839;23;5024;4070;1845;688;16880;19984;2652;2451;2943;3211;2779;5205;5215;4857;1788;1556;2586;1029;592;11627;3493;13991;5379;2316;817;671;493;4536;2465;3042;2499;3161;7032;4457;1768;2824;1087;5189;6438;4361;1071;4085;1513;354;297;1718;0;0
QN02;645;450;949;1028;1802;1997;1473;886;600;109;7799;3123;2272;603;239;1168;166;129;622;659;1072;1055;1138;903;477;88;12162;1897;84;7315;3414;3278;3610;535;1325;0;169;202;223;1407;1539;204;950;824;4571;548;591;934;8489;2977;696;0;3028;4658;1850;403;11295;15664;1465;1684;2010;1799;1665;3547;3930;3640;1445;1679;2086;1200;809;9939;2526;8466;4387;1293;469;595;241;2997;1742;2339;1137;1717;5224;5191;1485;2525;1057;3074;6865;1669;245;2199;489;63;197;5570;15;65
QN07;376;354;441;727;742;1146;642;1194;421;230;5381;1520;906;338;238;1015;183;139;281;569;555;895;599;1024;398;230;10606;1682;25;5602;2896;3144;2763;720;1083;44;391;413;303;1312;1024;175;795;669;3343;1064;474;599;8020;2108;478;0;1800;2304;1593;576;9675;11845;1165;988;1228;1675;2034;3033;3046;3278;1294;1236;1484;691;368;6273;2577;7203;3917;1145;315;318;195;1781;1403;2321;1511;1234;4181;3072;1189;2316;927;3605;2668;3177;290;1383;445;89;231;1228;0;0
